pmid	CIViC	MOAlmanac	OncoKB
29891534	1	0	0
29892662	1	0	0
29897400	1	0	0
29903880	1	0	0
29903896	0	0	1
29906450	0	0	1
29912274	1	1	0
29920189	1	0	0
29941223	1	0	0
29941343	1	0	0
29941458	1	0	0
29947576	1	0	0
29948154	1	0	0
29970031	1	0	0
29979965	1	0	0
29980530	0	0	1
29989854	1	0	1
29997224	1	0	0
30006056	1	0	0
30013179	0	1	0
30030733	1	0	0
30042107	1	0	0
30044693	1	0	0
30051098	1	0	0
30059262	0	0	1
30073261	0	0	1
30093503	1	0	0
30096481	1	0	0
30105105	1	0	0
30110579	0	0	1
30113886	1	0	0
30120137	0	0	1
30171048	1	0	0
30174724	1	0	0
30181385	1	0	0
30185211	1	0	0
30190467	1	0	0
30201956	1	0	0
30204247	1	0	0
30206164	0	0	1
30215676	0	0	1
30224644	1	0	0
30255937	0	0	1
30268483	1	0	0
30274983	0	0	1
30274985	1	0	1
30278534	1	0	0
30280657	0	0	1
30285518	0	0	1
30289902	1	0	0
30327302	0	1	1
30339198	1	0	0
30345884	1	0	1
30351999	0	0	1
30368418	1	0	0
30413378	1	0	1
30420614	1	0	0
30425037	0	0	1
30452336	1	0	0
30455982	1	0	0
30477447	1	0	0
30487223	1	0	0
30514704	1	0	0
30516102	0	0	1
30543347	0	0	1
30559168	1	0	0
30559419	0	0	1
30563931	0	0	1
30589920	0	0	1
30592434	1	0	0
30604891	1	0	0
30624546	1	0	0
30643249	1	0	0
30658992	1	0	0
30659024	0	0	1
30676620	0	1	0
30676858	0	0	1
30679328	1	0	0
30683736	1	0	0
30715997	1	0	0
30718231	0	0	1
30718506	1	0	0
30718512	1	0	0
30731206	1	0	0
30742119	1	0	0
30745300	0	0	1
30746257	0	0	1
30782343	1	0	0
30792255	1	0	0
30797618	1	0	0
30807234	1	0	0
30807645	1	0	0
30819666	0	0	1
30825613	1	0	0
30835257	1	0	0
30853203	1	0	0
30857956	1	0	1
30860945	0	0	1
30867592	0	0	1
30890479	1	0	0
30892989	0	0	1
30900640	1	0	0
30938769	1	0	0
30946460	1	0	0
30948273	0	0	1
30967421	1	0	0
30967620	0	0	1
30979737	1	0	0
30980071	1	0	1
31004028	1	0	0
31008436	1	0	0
31010895	1	0	0
31011208	1	0	0
31016171	1	0	0
31027687	1	0	0
31034483	1	0	0
31047803	1	0	0
31047804	1	0	0
31064887	1	0	0
31068372	1	0	0
31086949	1	0	0
31087189	1	0	0
31088831	0	0	1
31091374	1	0	1
31109923	1	0	0
31151904	1	0	1
31157963	1	0	0
31158500	1	0	0
31171876	0	0	1
31171878	0	0	1
31171879	0	0	1
31175001	0	0	1
31178228	1	0	0
31187861	0	0	1
31200815	0	0	1
31208370	1	0	0
31227518	1	0	0
31234236	1	0	0
31239544	1	0	0
31240875	1	0	0
31253631	0	1	0
31254668	1	0	0
31257073	1	0	0
31261741	1	0	0
31268481	0	0	1
31279301	0	0	1
31289592	1	0	0
31300360	1	0	0
31301016	0	0	1
31302234	1	0	0
31315834	1	0	0
31317677	1	0	0
31340094	1	0	1
31372595	1	0	0
31391294	1	0	0
31395785	1	0	0
31399568	1	0	0
31406347	1	0	0
31416808	1	0	1
31427883	1	0	0
31433374	1	0	0
31453370	1	0	0
31486842	1	0	0
31487296	1	0	0
31504139	1	0	0
31506387	1	0	0
31513482	1	0	0
31515458	1	0	0
31528828	1	0	0
31538027	1	0	0
31538058	1	0	0
31562799	0	0	1
31562956	0	0	1
31563959	0	0	1
31566309	1	0	1
31575541	1	0	0
31580757	1	0	0
31584608	1	0	0
31588020	0	0	1
31590170	1	0	0
31605106	1	0	0
31605797	1	0	0
31609637	0	0	1
31615936	1	0	0
31620170	1	0	0
31628085	1	0	0
31665578	1	0	1
31666345	1	0	0
31666701	1	0	0
31682542	0	0	1
31686847	0	0	1
31725351	0	0	1
31732523	0	0	1
31757379	0	0	1
31765263	0	0	1
31766351	1	0	0
31776128	1	0	0
31809977	1	0	0
31811016	1	0	0
31821784	1	0	0
31825192	0	0	1
31825569	0	0	1
31825714	1	0	0
31838007	0	0	1
31852834	1	0	0
31871216	1	0	0
31905241	1	0	0
31924734	1	0	0
31932422	1	0	0
31932802	1	0	1
31937621	1	0	0
31951646	1	0	0
31988000	1	0	0
32040554	1	0	0
32043779	1	0	0
32064154	1	0	0
32068648	1	0	0
32071245	1	0	0
32092139	1	0	0
32110058	1	0	0
32142668	1	0	0
32144351	1	0	0
32180229	1	0	0
32187457	0	0	1
32193290	1	0	0
32193336	1	0	0
32197031	1	0	0
32203698	1	0	1
32226941	1	0	0
32232486	1	0	0
32234756	1	0	0
32252802	1	0	0
32315394	1	0	0
32343890	1	0	1
32359490	0	0	1
32444490	1	0	0
32463741	1	0	0
32464589	1	0	0
32615108	0	0	1
361866502	1	0	0
